Date,"Total
vattenföring
[m³/s]","Total
stationskorrigerad
vattenföring
[m³/s]","Total
naturlig
vattenföring
[m³/s]","Lokal
vattenföring
[m³/s]","Vattendragstemperatur
[°C]",7-day Avg Total Vattenföring,30-day Avg Total Vattenföring,7-day Avg Lokal Vattenföring,30-day Avg Lokal Vattenföring,MD-MVM Id,Temp 1w avg,Temp 2w avg,Temp 4w avg,Temp 12w avg,Temp 52w avg,Precip 1w avg,Precip 2w avg,Precip 4w avg,Precip 12w avg,Precip 52w avg
2018-11-20,0.009,0.009,0.009,0.005,2.9,0.009285714286,0.005133333333,0.008571428571,0.01296666667,54,,,,,,,,,,
2018-11-21,0.009,0.009,0.009,0.005,2.4,0.009142857143,0.005433333333,0.007285714286,0.01306666667,54,,,,,,,,,,
2018-11-22,0.009,0.009,0.009,0.005,0.8,0.009,0.005733333333,0.006285714286,0.01316666667,54,,,,,,,,,,
2018-11-23,0.008,0.008,0.008,0.005,0,0.008857142857,0.006,0.005571428571,0.01326666667,54,,,,,,,,,,
2018-11-24,0.008,0.008,0.008,0.005,0,0.008714285714,0.006266666667,0.005285714286,0.01336666667,54,,,,,,,,,,
2018-11-25,0.008,0.008,0.008,0.004,0,0.008571428571,0.006533333333,0.005,0.01343333333,54,,,,,,,,,,
2018-11-26,0.008,0.008,0.008,0.004,0,0.008428571429,0.0068,0.004714285714,0.0135,54,,,,,,,,,,
2018-11-27,0.008,0.008,0.008,0.004,0,0.008285714286,0.007066666667,0.004571428571,0.01356666667,54,,,,,,,,,,
2018-11-28,0.008,0.008,0.008,0.004,0,0.008142857143,0.007333333333,0.004428571429,0.01363333333,54,,,,,,,,,,
2018-11-29,0.008,0.008,0.008,0.004,0,0.008,0.007566666667,0.004285714286,0.0132,54,,,,,,,,,,
2018-11-30,0.008,0.008,0.008,0.004,0,0.008,0.007733333333,0.004142857143,0.0121,54,,,,,,,,,,
2018-12-01,0.008,0.008,0.008,0.004,0,0.008,0.0079,0.004,0.01086666667,54,,,,,,,,,,
2018-12-02,0.008,0.008,0.008,0.006,0,0.008,0.008033333333,0.004285714286,0.009933333333,54,,,,,,,,,,
2018-12-03,0.01,0.01,0.01,0.022,0,0.008285714286,0.0082,0.006857142857,0.009733333333,54,,,,,,,,,,
2018-12-04,0.012,0.012,0.012,0.04,0,0.008857142857,0.0084,0.012,0.01036666667,54,,,,,,,,,,
2018-12-05,0.014,0.014,0.014,0.041,0,0.009714285714,0.008666666667,0.01728571429,0.0112,54,,,,,,,,,,
2018-12-06,0.015,0.015,0.015,0.033,0,0.01071428571,0.008966666667,0.02142857143,0.0118,54,,,,,,,,,,
2018-12-07,0.017,0.017,0.017,0.028,0,0.012,0.0093,0.02485714286,0.01226666667,54,,,,,,,,,,
2018-12-08,0.02,0.02,0.02,0.034,0,0.01371428571,0.009733333333,0.02914285714,0.01296666667,54,,,,,,,,,,
2018-12-09,0.023,0.023,0.023,0.035,0,0.01585714286,0.01026666667,0.03328571429,0.01376666667,54,,,,,,,,,,
2018-12-10,0.024,0.024,0.024,0.031,0,0.01785714286,0.0108,0.03457142857,0.0144,54,,,,,,,,,,
2018-12-11,0.025,0.025,0.025,0.027,0,0.01971428571,0.01136666667,0.03271428571,0.0147,54,,,,,,,,,,
2018-12-12,0.025,0.025,0.025,0.023,0,0.02128571429,0.0119,0.03014285714,0.0148,54,,,,,,,,,,
2018-12-13,0.025,0.025,0.025,0.019,0,0.02271428571,0.01243333333,0.02814285714,0.0149,54,,,,,,,,,,
2018-12-14,0.024,0.024,0.024,0.017,0,0.02371428571,0.0129,0.02657142857,0.015,54,,,,,,,,,,
2018-12-15,0.024,0.024,0.024,0.016,0,0.02428571429,0.01336666667,0.024,0.01513333333,54,,,,,,,,,,
2018-12-16,0.024,0.024,0.024,0.014,0,0.02442857143,0.01386666667,0.021,0.01526666667,54,,,,,,,,,,
2018-12-17,0.024,0.024,0.024,0.013,0,0.02442857143,0.01436666667,0.01842857143,0.01546666667,54,,,,,,,,,,
2018-12-18,0.024,0.024,0.024,0.012,0,0.02428571429,0.01486666667,0.01628571429,0.01566666667,54,,,,,,,,,,
2018-12-19,0.024,0.024,0.024,0.011,0,0.02414285714,0.01536666667,0.01457142857,0.01583333333,54,,,,,,,,,,
2018-12-20,0.023,0.023,0.023,0.01,0,0.02385714286,0.01583333333,0.01328571429,0.016,54,,,,,,,,,,
2018-12-21,0.023,0.023,0.023,0.01,0,0.02371428571,0.0163,0.01228571429,0.01616666667,54,,,,,,,,,,
2018-12-22,0.022,0.022,0.022,0.009,0,0.02342857143,0.01673333333,0.01128571429,0.0163,54,,,,,,,,,,
2018-12-23,0.021,0.021,0.021,0.008,0,0.023,0.01716666667,0.01042857143,0.0164,54,,,,,,,,,,
2018-12-24,0.021,0.021,0.021,0.008,0,0.02257142857,0.0176,0.009714285714,0.0165,54,,,,,,,,,,
2018-12-25,0.02,0.02,0.02,0.007,0,0.022,0.018,0.009,0.0166,54,,,,,,,,,,
2018-12-26,0.019,0.019,0.019,0.007,0,0.02128571429,0.01836666667,0.008428571429,0.0167,54,,,,,,,,,,
2018-12-27,0.019,0.019,0.019,0.014,0,0.02071428571,0.01873333333,0.009,0.01703333333,54,,,,,,,,,,
2018-12-28,0.018,0.018,0.018,0.013,0,0.02,0.01906666667,0.009428571429,0.01733333333,54,,,,,,,,,,
2018-12-29,0.018,0.018,0.018,0.012,0,0.01942857143,0.0194,0.009857142857,0.0176,54,,,,,,,,,,
2018-12-30,0.018,0.018,0.018,0.011,0,0.019,0.01973333333,0.01028571429,0.01783333333,54,,,,,,,,,,
2018-12-31,0.018,0.018,0.018,0.01,0,0.01857142857,0.02006666667,0.01057142857,0.01803333333,54,,,,,,,,,,
2019-01-01,0.017,0.017,0.017,0.01,0,0.01814285714,0.02036666667,0.011,0.01816666667,54,,,,,,,,,,
2019-01-02,0.017,0.017,0.017,0.016,0,0.01785714286,0.0206,0.01228571429,0.01796666667,54,,,,,,,,,,
2019-01-03,0.017,0.017,0.017,0.015,0,0.01757142857,0.02076666667,0.01242857143,0.01713333333,54,,,,,,,,,,
2019-01-04,0.018,0.018,0.018,0.019,0,0.01757142857,0.0209,0.01328571429,0.0164,54,,,,,,,,,,
2019-01-05,0.018,0.018,0.018,0.033,0,0.01757142857,0.021,0.01628571429,0.0164,54,,,,,,,,,,
2019-01-06,0.019,0.019,0.019,0.034,0,0.01771428571,0.02106666667,0.01957142857,0.0166,54,,,,,,,,,,
2019-01-07,0.021,0.021,0.021,0.034,0,0.01814285714,0.0211,0.023,0.0166,54,,,,,,,,,,
2019-01-08,0.024,0.024,0.024,0.036,0,0.01914285714,0.02113333333,0.02671428571,0.01663333333,54,,,,,,,,,,
2019-01-09,0.026,0.026,0.026,0.034,0,0.02042857143,0.0212,0.02928571429,0.01673333333,54,,,,,,,,,,
2019-01-10,0.026,0.026,0.026,0.03,0,0.02171428571,0.02123333333,0.03142857143,0.01683333333,54,,,,,,,,,,
2019-01-11,0.026,0.026,0.026,0.027,0,0.02285714286,0.02126666667,0.03257142857,0.01696666667,54,,,,,,,,,,
2019-01-12,0.026,0.026,0.026,0.025,0,0.024,0.0213,0.03142857143,0.01716666667,54,,,,,,,,,,
2019-01-13,0.026,0.026,0.026,0.023,0,0.025,0.02136666667,0.02985714286,0.01736666667,54,,,,,,,,,,
2019-01-14,0.026,0.026,0.026,0.022,0,0.02571428571,0.02143333333,0.02814285714,0.01756666667,54,,,,,,,,,,
2019-01-15,0.026,0.026,0.026,0.02,0,0.026,0.0215,0.02585714286,0.01776666667,54,,,,,,,,,,
2019-01-16,0.026,0.026,0.026,0.019,0,0.026,0.02156666667,0.02371428571,0.01796666667,54,,,,,,,,,,
2019-01-17,0.027,0.027,0.027,0.018,0,0.02614285714,0.02166666667,0.022,0.01816666667,54,,,,,,,,,,
2019-01-18,0.026,0.026,0.026,0.016,0,0.02614285714,0.02173333333,0.02042857143,0.01833333333,54,,,,,,,,,,
2019-01-19,0.026,0.026,0.026,0.016,0,0.02614285714,0.02183333333,0.01914285714,0.01853333333,54,,,,,,,,,,
2019-01-20,0.025,0.025,0.025,0.015,0,0.026,0.0219,0.018,0.0187,54,,,,,,,,,,
2019-01-21,0.025,0.025,0.025,0.014,0,0.02585714286,0.022,0.01685714286,0.01886666667,54,,,,,,,,,,
2019-01-22,0.024,0.024,0.024,0.013,0,0.02557142857,0.0221,0.01585714286,0.01903333333,54,,,,,,,,,,
2019-01-23,0.023,0.023,0.023,0.013,0,0.02514285714,0.02216666667,0.015,0.0192,54,,,,,,,,,,
2019-01-24,0.023,0.023,0.023,0.012,0,0.02457142857,0.02226666667,0.01414285714,0.01936666667,54,,,,,,,,,,
2019-01-25,0.022,0.022,0.022,0.012,0,0.024,0.02236666667,0.01357142857,0.01953333333,54,,,,,,,,,,
2019-01-26,0.022,0.022,0.022,0.011,0,0.02342857143,0.02246666667,0.01285714286,0.01943333333,54,,,,,,,,,,
2019-01-27,0.021,0.021,0.021,0.011,0,0.02285714286,0.02256666667,0.01228571429,0.01936666667,54,,,,,,,,,,
2019-01-28,0.022,0.022,0.022,0.011,0,0.02242857143,0.0227,0.01185714286,0.01933333333,54,,,,,,,,,,
2019-01-29,0.022,0.022,0.022,0.01,0,0.02214285714,0.02283333333,0.01142857143,0.0193,54,,,,,,,,,,
2019-01-30,0.021,0.021,0.021,0.01,0,0.02185714286,0.02293333333,0.011,0.0193,54,,,,,,,,,,
2019-01-31,0.02,0.02,0.02,0.01,0,0.02142857143,0.02303333333,0.01071428571,0.0193,54,,,,,,,,,,
2019-02-01,0.021,0.021,0.021,0.009,0,0.02128571429,0.02316666667,0.01028571429,0.01906666667,54,,,,,,,,,,
2019-02-02,0.022,0.022,0.022,0.009,0,0.02128571429,0.02333333333,0.01,0.01886666667,54,,,,,,,,,,
2019-02-03,0.022,0.022,0.022,0.009,0,0.02142857143,0.02346666667,0.009714285714,0.01853333333,54,,,,,,,,,,
2019-02-04,0.022,0.022,0.022,0.008,0,0.02142857143,0.0236,0.009285714286,0.0177,54,,,,,,,,,,
2019-02-05,0.022,0.022,0.022,0.008,0,0.02142857143,0.0237,0.009,0.01683333333,54,,,,,,,,,,
2019-02-06,0.021,0.021,0.021,0.008,0,0.02142857143,0.0237,0.008714285714,0.01596666667,54,,,,,,,,,,
2019-02-07,0.022,0.022,0.022,0.008,0,0.02171428571,0.02363333333,0.008428571429,0.01503333333,54,,,,,,,,,,
2019-02-08,0.022,0.022,0.022,0.007,0,0.02185714286,0.0235,0.008142857143,0.01413333333,54,,,,,,,,,,
2019-02-09,0.022,0.022,0.022,0.009,0,0.02185714286,0.02336666667,0.008142857143,0.01343333333,54,,,,,,,,,,
2019-02-10,0.022,0.022,0.022,0.019,0,0.02185714286,0.02323333333,0.009571428571,0.01316666667,54,,,,,,,,,,
2019-02-11,0.023,0.023,0.023,0.03,0,0.022,0.02313333333,0.01271428571,0.01333333333,54,,,,,,,,,,
2019-02-12,0.024,0.024,0.024,0.027,0,0.02228571429,0.02306666667,0.01542857143,0.01346666667,54,,,,,,,,,,
2019-02-13,0.024,0.024,0.024,0.031,0,0.02271428571,0.023,0.01871428571,0.01376666667,54,,,,,,,,,,
2019-02-14,0.025,0.025,0.025,0.044,0,0.02314285714,0.02296666667,0.02385714286,0.01456666667,54,,,,,,,,,,
2019-02-15,0.027,0.027,0.027,0.071,0,0.02385714286,0.023,0.033,0.0163,54,,,,,,,,,,
2019-02-16,0.031,0.031,0.031,0.094,0,0.02514285714,0.02313333333,0.04514285714,0.01883333333,54,,,,,,,,,,
2019-02-17,0.036,0.036,0.036,0.085,0,0.02714285714,0.02346666667,0.05457142857,0.02113333333,54,,,,,,,,,,
2019-02-18,0.04,0.04,0.04,0.095,0,0.02957142857,0.02393333333,0.06385714286,0.02376666667,54,1.528571429,-0.6357142857,-4.303571429,-3.510714286,6.708241758,0.2142857143,1.578571429,1.582142857,1.71547619,1.537087912
2019-02-19,0.046,0.046,0.046,0.119,0,0.03271428571,0.02463333333,0.077,0.02723333333,54,,,,,,,,,,
2019-02-20,0.053,0.053,0.053,0.115,0,0.03685714286,0.02556666667,0.089,0.0306,54,,,,,,,,,,
2019-02-21,0.059,0.059,0.059,0.096,0,0.04171428571,0.02673333333,0.09642857143,0.03336666667,54,,,,,,,,,,
2019-02-22,0.063,0.063,0.063,0.079,0,0.04685714286,0.02806666667,0.09757142857,0.03556666667,54,,,,,,,,,,
2019-02-23,0.064,0.064,0.064,0.077,0,0.05157142857,0.02943333333,0.09514285714,0.03773333333,54,,,,,,,,,,
2019-02-24,0.067,0.067,0.067,0.11,0,0.056,0.03093333333,0.09871428571,0.041,54,,,,,,,,,,
2019-02-25,0.074,0.074,0.074,0.142,0,0.06085714286,0.03266666667,0.1054285714,0.04536666667,54,,,,,,,,,,
2019-02-26,0.084,0.084,0.084,0.176,0,0.06628571429,0.03476666667,0.1135714286,0.05086666667,54,,,,,,,,,,
2019-02-27,0.096,0.096,0.096,0.196,0,0.07242857143,0.03723333333,0.1251428571,0.05703333333,54,,,,,,,,,,
2019-02-28,0.109,0.109,0.109,0.191,0,0.07957142857,0.04013333333,0.1387142857,0.06306666667,54,,,,,,,,,,
2019-03-01,0.119,0.119,0.119,0.166,0,0.08757142857,0.0434,0.1511428571,0.06826666667,54,,,,,,,,,,
2019-03-02,0.124,0.124,0.124,0.14,0,0.09614285714,0.04686666667,0.1601428571,0.0726,54,,,,,,,,,,
2019-03-03,0.128,0.128,0.128,0.119,0,0.1048571429,0.05043333333,0.1614285714,0.07626666667,54,,,,,,,,,,
2019-03-04,0.129,0.129,0.129,0.099,0,0.1127142857,0.054,0.1552857143,0.07926666667,54,,,,,,,,,,
2019-03-05,0.124,0.124,0.124,0.083,0,0.1184285714,0.0574,0.142,0.08173333333,54,,,,,,,,,,
2019-03-06,0.119,0.119,0.119,0.069,0,0.1217142857,0.06063333333,0.1238571429,0.08376666667,54,,,,,,,,,,
2019-03-07,0.116,0.116,0.116,0.071,0,0.1227142857,0.06376666667,0.1067142857,0.08586666667,54,,,,,,,,,,
2019-03-08,0.114,0.114,0.114,0.072,0,0.122,0.06686666667,0.09328571429,0.088,54,,,,,,,,,,
2019-03-09,0.108,0.108,0.108,0.063,0,0.1197142857,0.06973333333,0.08228571429,0.08983333333,54,,,,,,,,,,
2019-03-10,0.102,0.102,0.102,0.054,0,0.116,0.0724,0.073,0.0914,54,,,,,,,,,,
2019-03-11,0.095,0.095,0.095,0.045,0,0.1111428571,0.07483333333,0.06528571429,0.0926,54,,,,,,,,,,
2019-03-12,0.09,0.09,0.09,0.041,0,0.1062857143,0.0771,0.05928571429,0.09333333333,54,,,,,,,,,,
2019-03-13,0.088,0.088,0.088,0.038,0,0.1018571429,0.07926666667,0.05485714286,0.0936,54,,,,,,,,,,
2019-03-14,0.084,0.084,0.084,0.041,0,0.09728571429,0.08126666667,0.05057142857,0.09406666667,54,,,,,,,,,,
2019-03-15,0.079,0.079,0.079,0.041,0,0.09228571429,0.0831,0.04614285714,0.0944,54,,,,,,,,,,
2019-03-16,0.076,0.076,0.076,0.038,0,0.08771428571,0.0848,0.04257142857,0.0942,54,,,,,,,,,,
2019-03-17,0.075,0.075,0.075,0.046,0,0.08385714286,0.0864,0.04142857143,0.09336666667,54,,,,,,,,,,
2019-03-18,0.076,0.076,0.076,0.052,0,0.08114285714,0.0879,0.04242857143,0.09196666667,54,,,,,,,,,,
2019-03-19,0.073,0.073,0.073,0.047,0,0.07871428571,0.08913333333,0.04328571429,0.0907,54,,,,,,,,,,
2019-03-20,0.072,0.072,0.072,0.066,0,0.07642857143,0.0902,0.04728571429,0.08973333333,54,,,,,,,,,,
2019-03-21,0.074,0.074,0.074,0.117,0,0.075,0.09113333333,0.05814285714,0.08966666667,54,,,,,,,,,,
2019-03-22,0.081,0.081,0.081,0.142,0,0.07528571429,0.09206666667,0.07257142857,0.09056666667,54,,,,,,,,,,
2019-03-23,0.09,0.09,0.09,0.184,1.2,0.07728571429,0.0931,0.09342857143,0.0935,54,,,,,,,,,,
2019-03-24,0.104,0.104,0.104,0.209,1.9,0.08142857143,0.09446666667,0.1167142857,0.09783333333,54,,,,,,,,,,
2019-03-25,0.117,0.117,0.117,0.198,2.2,0.08728571429,0.09623333333,0.1375714286,0.1018666667,54,,,,,,,,,,
2019-03-26,0.127,0.127,0.127,0.172,2.3,0.095,0.09823333333,0.1554285714,0.1039333333,54,,,,,,,,,,
2019-03-27,0.132,0.132,0.132,0.147,3,0.1035714286,0.1001666667,0.167,0.1041,54,,,,,,,,,,
2019-03-28,0.131,0.131,0.131,0.121,3.8,0.1117142857,0.1017333333,0.1675714286,0.1022666667,54,,,,,,,,,,
2019-03-29,0.127,0.127,0.127,0.094,4.9,0.1182857143,0.1027666667,0.1607142857,0.09886666667,54,,,,,,,,,,
2019-03-30,0.123,0.123,0.123,0.094,5.4,0.123,0.1032333333,0.1478571429,0.09563333333,54,,,,,,,,,,
2019-03-31,0.12,0.12,0.12,0.088,5.1,0.1252857143,0.1032666667,0.1305714286,0.09303333333,54,,,,,,,,,,
2019-04-01,0.114,0.114,0.114,0.072,4.8,0.1248571429,0.1029333333,0.1125714286,0.09076666667,54,,,,,,,,,,
2019-04-02,0.107,0.107,0.107,0.058,5,0.122,0.1022333333,0.09628571429,0.08873333333,54,,,,,,,,,,
2019-04-03,0.1,0.1,0.1,0.047,5.1,0.1174285714,0.1012666667,0.082,0.087,54,,,,,,,,,,
2019-04-04,0.092,0.092,0.092,0.041,5.7,0.1118571429,0.1002,0.07057142857,0.0856,54,,,,,,,,,,
2019-04-05,0.092,0.092,0.092,0.071,5.3,0.1068571429,0.0993,0.06728571429,0.08566666667,54,,,,,,,,,,
2019-04-06,0.095,0.095,0.095,0.097,5.2,0.1028571429,0.0986,0.06771428571,0.08653333333,54,,,,,,,,,,
2019-04-07,0.095,0.095,0.095,0.093,5.1,0.09928571429,0.09796666667,0.06842857143,0.08723333333,54,,,,,,,,,,
2019-04-08,0.093,0.093,0.093,0.078,4.8,0.09628571429,0.09746666667,0.06928571429,0.08773333333,54,,,,,,,,,,
2019-04-09,0.091,0.091,0.091,0.064,3.9,0.094,0.0971,0.07014285714,0.08806666667,54,,,,,,,,,,
2019-04-10,0.087,0.087,0.087,0.054,3.4,0.09214285714,0.09683333333,0.07114285714,0.08836666667,54,,,,,,,,,,
2019-04-11,0.082,0.082,0.082,0.045,3,0.09071428571,0.09656666667,0.07171428571,0.0885,54,,,,,,,,,,
2019-04-12,0.078,0.078,0.078,0.041,2.8,0.08871428571,0.09623333333,0.06742857143,0.0886,54,,,,,,,,,,
2019-04-13,0.073,0.073,0.073,0.038,3,0.08557142857,0.09586666667,0.059,0.0885,54,,,,,,,,,,
2019-04-14,0.069,0.069,0.069,0.037,3.4,0.08185714286,0.09553333333,0.051,0.08836666667,54,0.2,1.864285714,3.003571429,-0.8904761905,7.360989011,0,1.278571429,0.9178571429,1.571428571,1.599725275
2019-04-15,0.065,0.065,0.065,0.034,3.9,0.07785714286,0.09516666667,0.04471428571,0.08823333333,54,,,,,,,,,,
2019-04-16,0.062,0.062,0.062,0.03,4.6,0.07371428571,0.09473333333,0.03985714286,0.0877,54,,,,,,,,,,
2019-04-17,0.058,0.058,0.058,0.026,5.6,0.06957142857,0.09413333333,0.03585714286,0.08683333333,54,,,,,,,,,,
2019-04-18,0.054,0.054,0.054,0.022,6.7,0.06557142857,0.0935,0.03257142857,0.086,54,,,,,,,,,,
2019-04-19,0.05,0.05,0.05,0.019,7.6,0.06157142857,0.09276666667,0.02942857143,0.08443333333,54,,,,,,,,,,
2019-04-20,0.046,0.046,0.046,0.017,8.5,0.05771428571,0.09183333333,0.02642857143,0.0811,54,,,,,,,,,,
2019-04-21,0.043,0.043,0.043,0.016,9.5,0.054,0.09056666667,0.02342857143,0.0769,54,,,,,,,,,,
2019-04-22,0.039,0.039,0.039,0.014,10.6,0.05028571429,0.08886666667,0.02057142857,0.07123333333,54,,,,,,,,,,
2019-04-23,0.036,0.036,0.036,0.013,11.5,0.04657142857,0.0866,0.01814285714,0.0647,54,,,,,,,,,,
2019-04-24,0.034,0.034,0.034,0.011,12.1,0.04314285714,0.08383333333,0.016,0.05846666667,54,,,,,,,,,,
2019-04-25,0.031,0.031,0.031,0.011,12.7,0.03985714286,0.08063333333,0.01442857143,0.0531,54,,,,,,,,,,
2019-04-26,0.029,0.029,0.029,0.01,13.4,0.03685714286,0.0772,0.01314285714,0.04853333333,54,,,,,,,,,,
2019-04-27,0.027,0.027,0.027,0.009,13.7,0.03414285714,0.07373333333,0.012,0.0448,54,,,,,,,,,,
2019-04-28,0.025,0.025,0.025,0.008,13.7,0.03157142857,0.07033333333,0.01085714286,0.04193333333,54,,,,,,,,,,
2019-04-29,0.023,0.023,0.023,0.007,14,0.02928571429,0.067,0.009857142857,0.03903333333,54,,,,,,,,,,
2019-04-30,0.022,0.022,0.022,0.006,14.5,0.02728571429,0.06373333333,0.008857142857,0.0363,54,,,,,,,,,,
2019-05-01,0.02,0.02,0.02,0.006,14.3,0.02528571429,0.0606,0.008142857143,0.0341,54,,,,,,,,,,
2019-05-02,0.019,0.019,0.019,0.005,12.5,0.02357142857,0.05766666667,0.007285714286,0.03233333333,54,,,,,,,,,,
2019-05-03,0.019,0.019,0.019,0.005,10.7,0.02214285714,0.05496666667,0.006571428571,0.03093333333,54,,,,,,,,,,
2019-05-04,0.018,0.018,0.018,0.005,9.6,0.02085714286,0.0525,0.006,0.02973333333,54,,,,,,,,,,
2019-05-05,0.017,0.017,0.017,0.004,9.4,0.01971428571,0.05,0.005428571429,0.0275,54,,,,,,,,,,
2019-05-06,0.017,0.017,0.017,0.005,8.9,0.01885714286,0.0474,0.005142857143,0.02443333333,54,,,,,,,,,,
2019-05-07,0.017,0.017,0.017,0.004,8.5,0.01814285714,0.0448,0.004857142857,0.02146666667,54,,,,,,,,,,
2019-05-08,0.017,0.017,0.017,0.004,8.5,0.01771428571,0.04226666667,0.004571428571,0.019,54,,,,,,,,,,
2019-05-09,0.016,0.016,0.016,0.004,9,0.01728571429,0.03976666667,0.004428571429,0.017,54,,,,,,,,,,
2019-05-10,0.015,0.015,0.015,0.003,9.6,0.01671428571,0.03736666667,0.004142857143,0.0153,54,,,,,,,,,,
2019-05-11,0.014,0.014,0.014,0.003,10.4,0.01614285714,0.0351,0.003857142857,0.0139,54,,,,,,,,,,
2019-05-12,0.013,0.013,0.013,0.003,10.7,0.01557142857,0.03293333333,0.003714285714,0.01263333333,54,,,,,,,,,,
2019-05-13,0.013,0.013,0.013,0.003,10.6,0.015,0.03093333333,0.003428571429,0.01146666667,54,,,,,,,,,,
2019-05-14,0.012,0.012,0.012,0.003,10.9,0.01428571429,0.02903333333,0.003285714286,0.01033333333,54,,,,,,,,,,
2019-05-15,0.011,0.011,0.011,0.003,11.7,0.01342857143,0.02723333333,0.003142857143,0.0093,54,,,,,,,,,,
2019-05-16,0.01,0.01,0.01,0.003,12.6,0.01257142857,0.0255,0.003,0.0084,54,,,,,,,,,,
2019-05-17,0.009,0.009,0.009,0.003,13.4,0.01171428571,0.02386666667,0.003,0.007633333333,54,,,,,,,,,,
2019-05-18,0.009,0.009,0.009,0.003,14,0.011,0.02236666667,0.003,0.007,54,,,,,,,,,,
2019-05-19,0.008,0.008,0.008,0.003,14.8,0.01028571429,0.02096666667,0.003,0.006466666667,54,,,,,,,,,,
2019-05-20,0.008,0.008,0.008,0.003,15.7,0.009571428571,0.0197,0.003,0.006,54,,,,,,,,,,
2019-05-21,0.007,0.007,0.007,0.003,16.7,0.008857142857,0.0185,0.003,0.005566666667,54,,,,,,,,,,
2019-05-22,0.007,0.007,0.007,0.003,17.4,0.008285714286,0.01743333333,0.003,0.0052,54,,,,,,,,,,
2019-05-23,0.007,0.007,0.007,0.003,17.4,0.007857142857,0.01646666667,0.003,0.004866666667,54,,,,,,,,,,
2019-05-24,0.007,0.007,0.007,0.005,16.9,0.007571428571,0.01556666667,0.003285714286,0.004666666667,54,,,,,,,,,,
2019-05-25,0.008,0.008,0.008,0.006,16.6,0.007428571429,0.0148,0.003714285714,0.0045,54,,,,,,,,,,
2019-05-26,0.01,0.01,0.01,0.013,16,0.007714285714,0.01416666667,0.005142857143,0.0046,54,,,,,,,,,,
2019-05-27,0.013,0.013,0.013,0.044,15.3,0.008428571429,0.0137,0.011,0.005766666667,54,,,,,,,,,,
2019-05-28,0.016,0.016,0.016,0.059,15,0.009714285714,0.0134,0.019,0.007466666667,54,,,,,,,,,,
2019-05-29,0.018,0.018,0.018,0.052,14.6,0.01128571429,0.01323333333,0.026,0.008966666667,54,,,,,,,,,,
2019-05-30,0.021,0.021,0.021,0.054,14.2,0.01328571429,0.0132,0.03328571429,0.01056666667,54,,,,,,,,,,
2019-05-31,0.024,0.024,0.024,0.056,14.4,0.01571428571,0.01333333333,0.04057142857,0.01223333333,54,,,,,,,,,,
2019-06-01,0.026,0.026,0.026,0.049,14.3,0.01828571429,0.01356666667,0.04671428571,0.0137,54,,,,,,,,,,
2019-06-02,0.028,0.028,0.028,0.046,14.8,0.02085714286,0.01386666667,0.05142857143,0.01506666667,54,,,,,,,,,,
2019-06-03,0.028,0.028,0.028,0.036,15.9,0.023,0.0142,0.05028571429,0.0161,54,,,,,,,,,,
2019-06-04,0.027,0.027,0.027,0.028,16.7,0.02457142857,0.01453333333,0.04585714286,0.0169,54,,,,,,,,,,
2019-06-05,0.026,0.026,0.026,0.02,17.5,0.02571428571,0.01483333333,0.04128571429,0.0174,54,,,,,,,,,,
2019-06-06,0.024,0.024,0.024,0.016,19.1,0.02614285714,0.01506666667,0.03585714286,0.0178,54,,,,,,,,,,
2019-06-07,0.023,0.023,0.023,0.014,20,0.026,0.01526666667,0.02985714286,0.01813333333,54,,,,,,,,,,
2019-06-08,0.022,0.022,0.022,0.011,20.6,0.02542857143,0.01546666667,0.02442857143,0.01836666667,54,,,,,,,,,,
2019-06-09,0.021,0.021,0.021,0.01,20.3,0.02442857143,0.01566666667,0.01928571429,0.0186,54,,,,,,,,,,
2019-06-10,0.02,0.02,0.02,0.009,20.2,0.02328571429,0.01586666667,0.01542857143,0.0188,54,,,,,,,,,,
2019-06-11,0.018,0.018,0.018,0.007,19.7,0.022,0.01603333333,0.01242857143,0.01893333333,54,,,,,,,,,,
2019-06-12,0.018,0.018,0.018,0.009,18.2,0.02085714286,0.0162,0.01085714286,0.01913333333,54,,,,,,,,,,
2019-06-13,0.019,0.019,0.019,0.012,17.4,0.02014285714,0.01643333333,0.01028571429,0.01943333333,54,,,,,,,,,,
2019-06-14,0.019,0.019,0.019,0.015,18.1,0.01957142857,0.0167,0.01042857143,0.01983333333,54,,,,,,,,,,
2019-06-15,0.018,0.018,0.018,0.013,19,0.019,0.01696666667,0.01071428571,0.02016666667,54,,,,,,,,,,
2019-06-16,0.017,0.017,0.017,0.01,19.9,0.01842857143,0.01723333333,0.01071428571,0.0204,54,,,,,,,,,,
2019-06-17,0.015,0.015,0.015,0.008,20.4,0.01771428571,0.01743333333,0.01057142857,0.02056666667,54,,,,,,,,,,
2019-06-18,0.014,0.014,0.014,0.006,20.7,0.01714285714,0.01763333333,0.01042857143,0.02066666667,54,,,,,,,,,,
2019-06-19,0.013,0.013,0.013,0.005,21.3,0.01642857143,0.0178,0.009857142857,0.02073333333,54,,,,,,,,,,
2019-06-20,0.012,0.012,0.012,0.005,21.7,0.01542857143,0.01796666667,0.008857142857,0.0208,54,,,,,,,,,,
2019-06-21,0.011,0.011,0.011,0.004,21.7,0.01428571429,0.0181,0.007285714286,0.02083333333,54,,,,,,,,,,
2019-06-22,0.01,0.01,0.01,0.004,21.3,0.01314285714,0.0182,0.006,0.02086666667,54,,,,,,,,,,
